Hello	O
hello	O
.	O
	
Hello	O
.	O
ಹಾ	O
,	O
ನಮಸ್ತೆ	O
.	O
	
ನಮಸ್ಕಾರ	B-repeat_R
,	O
ನಮಸ್ಕಾರ	O
.	O
	
ಹಾ	B-filler_R
,	O
ಮತ್ತೆ	O
ನಾನ್	O
ಹೇಳಿದ	O
ಸಾಮಾನ್	O
ಎಲ್ಲ	O
ತಗೊಂಡ್ರ	O
ನೀವು	O
ಅಂಗಡಿಯಿಂದ	O
?	O
	
ಹಾ	O
,	O
ಸ್ವಲ್ಪ	O
ಅಹ್	O
ಸಂತೆಗೆ	O
ಹೋದದ್ದಲ್ಲಿ	O
.	O
	
ಹಾ	O
ಸಂತೆಯ	O
ಶನಿವಾರ	O
ಸಂತೆ	O
ಅಲ್ವಾ	O
.	O
	
ಹಾ	B-filler_R
,	I-filler_R
ಹೌದಾ	O
ಏನೆಲ್ಲಾ	O
ತಗೊಂಡ್ರಿ	O
?	O
	
ನಾಲ್ಕೈದು	O
ಬಗೆ	O
ತಂದಿದ್ದೇನೆ	O
.	O
	
ಹ್ಮ್	B-filler_R
,	O
ಎಂತ	O
ಎಲ್ಲ	O
?	O
	
ಹೇಳಿ	O
ಹೆಸರು	O
ಹೇಳಿ	O
ತರ್ಕಾರಿ	O
ಸೌತೇಕಾಯಿ	O
,	O
ಮತ್ತೆ	O
ಬೆಂಡೆ	O
,	O
ಅಹ್	B-filler_R
ಅಲ್ಸಂಡೆ	O
,	O
ಮತ್ತೆ	O
ಎಂತದು	O
,	O
ಹಾ	B-filler_R
ಅಹ್	I-filler_R
ಎಲ್ಲ	O
ಮುಳ್ಳು	O
ಸೌತೆ	O
ಎಲ್ಲ	O
ತಂದಿದ್ದೇನಲ್ವಾ	O
ನೋಡಿ	O
ಸ್ವಲ್ಪ	O
.	O
	
ಒಳ್ಳೆದುಂಟಾ	O
ತರ್ಕಾರಿ	O
ಹೇಗೆ	O
?	O
	
ಹಾ	O
ತರ್	B-repair_R
~	O
ತರ್ಕಾರಿ	O
ಸ್ವಲ್ಪ	O
ಒಳ್ಳೆದುಂಟು	O
.	O
	
ಅಹ್	O
ನೋಡಿ	O
ಸ್ವಲ್ಪ	O
ಒಳ್ಳೆದುಂಟು	O
.	O
	
ಆದ್ರು	O
ನೀವು	O
ಏನೇ	O
ಹೇಳಿ	O
ತರ್ಕಾರಿ	O
ಅಷ್ಟೊಂದು	O
ಒಳ್ಳೆದಿಲ್ವಾ	O
ಅಂತ	O
ಅನಿಸ್ತದೆ	O
.	O
	
ಹೋದ	O
ವಾರದಲ್ಲಿ	O
ತಂದದ್ದು	O
ಏನು	O
ಒಳ್ಳೆದಿಲ್ಲ	O
.	O
	
ಇನ್ನು	O
ನಾವು	O
ಅಂಗಡಿಯಲ್ಲೆಲ್ಲಾ	O
ತರುದು	O
ಬೇಡ	O
ಇನ್ನು	O
ನಾವೇ	O
ಸ್ವಲ್ಪ	O
ಜಾಗ	O
ಎಲ್ಲ	O
ತುಂಬ	O
ಉಂಟಲ್ಲ	O
.	O
	
ಹಾ	O
.	O
ಹಾಗಾಗಿ	O
ಇಲ್ಲಿಯೇ	O
ಸ್ವಲ್ಪ	O
ತರ್ಕಾರಿ	O
ಎಲ್ಲ	O
ಬೆಳೆ	B-repair_R
ಬೆಳೆಸುವ	O
ಅಂತ	O
ತರ್ಕಾರಿ	O
rate	O
ಸ	O
ಜಾಸ್ತಿ	O
ಉಂಟಲ್ಲ	O
.	O
	
ಹಾ	O
,	O
ಹಾ	O
.	O
	
Chemical	O
ಎಲ್ಲ	O
ಹಾಕಿ	O
ನಮ್ಗೆ	O
ಆರೋಗ್ಯ	O
ಎಲ್ಲ	O
ಹಾಳಾಗಿದೆ	O
,	O
ಈಗ	O
ಜನ	O
ಸಂಖ್ಯೆಸ	O
ಜಾಸ್ತಿ	O
ಆಗಿದೆ	O
,	O
air	O
pollution	O
ಜಾಸ್ತಿ	O
ಆಗಿದೆ	O
.	O
	
Chemical	O
ಇಂದ	O
ಜನ್ರ	O
ಆರೋಗ್ಯ	O
ದಿನದಿಂದ	O
ದಿನಕ್ಕೆ	O
ಹಾಳಾಗ್ತಾ	O
ಬರ್ತಾ	O
ಉಂಟು	O
.	O
	
ಹಾಗಾಗಿ	O
ನಾವು	O
ಇಲ್ಲೇ	O
ಸ್ವಲ್ಪ	O
ನಮಗೆ	O
ಬೇಕಾದಷ್ಟು	O
ಜಾಗ	O
ಇದೆ	O
ನೀರಿದೆ	O
ತರ್ಕಾರಿ	O
ಎಲ್ಲ	O
ಇಲ್ಲೇ	O
ನಾವು	O
ಬೆಳೆಸುದು	O
ಒಳ್ಳೆದಾಂತ	O
.	O
	
ಹೌದು	O
,	O
ನಮ್ಮ	O
ತೋಟ	O
ಉಂಟಲ್ಲ	O
ತೋಟದ	O
ಅಹ್	B-filler_R
ಈ	O
ಗದ್ದೆ	O
ಉಂಟಲ್ಲ	O
ಅದ್ರಲ್ಲಿ	O
ಸ್ವಲ್ಪ	O
ಹ್ಮ್	B-filler_R
ತರ್ಕಾರಿ	O
ನೆಡುವ	O
ಬೇಕಿದ್ರೆ	O
.	O
	
ಅದು	O
ಹೌದು	O
.	O
	
ಸ್ವಲ್ಪ	O
ಒಂದು	O
ಟೆಂಪ	O
ಇದು	O
ಗೊಬ್ರ	O
ತಂದು	O
ಹಟ್ಟಿ	O
ಗೊಬ್ರ	O
ತಂದು	O
.	O
	
ಹಾ	O
.	O
ಒಳ್ಳೆದು	O
ಮಾಡಿ	O
ಮಣ್ಣು	O
ಹಾಕಿ	O
ಸ್ವಲ್ಪ	O
ಒಳ್ಳೆದು	O
