
ma	O
'	O
am	O
இல்லல்ல	O
யார்கிட்டயுமே	O
இல்ல	O
ma	O
'	O
am	O
மாச	O
கடைசி	O
,	O
ma	O
'	O
am	O
நான்	O
திருப்பி	O
சொல்றேன்	O
ma	O
'	O
am	O
உங்களை	O
மாதிரி	O
bank	O
ல	O
எல்லாம்	O
வேலை	O
பாக்கலை	O
ma	O
'	O
am	O
நாங்கள்ளாம்	O
ஏழைத்தாய்	O
மகன்கள்	O
நாங்கள்ளாம்	O
.	O

நாங்கள்ளாம்	O
கஷ்டப்பட்டு	O
மாடு	O
மேச்சு	O
சம்பாரிக்கிறோம்	B-repeat_R
சம்பாரிக்கிறோம்	B-Alteration
.	O

sir	O
நீங்களாவது	O
வந்துட்டு	O
எதுக்கு	O
miss	B-repeat_R
miss	B-Alteration
ஆகுதுன்னு	O
கேட்டீங்க	O
?	O

நாங்க	O
சரியா	B-pet_R
அதுக்கான	O
explanation	O
கொடுத்துட்டோம்	O
.	O

இதுக்கு	O
மேல	O
நீங்க	O
தான்	O
sir	O
உங்க	O
mobile	O
ஐ	O
பாத்துக்கணும்	O
.	O

Did	B-repair_R
you	I-repair_R
ask	I-repair_R
எங்ககிட்ட	B-Alteration
amount	B-Alteration
கேட்டா	B-Alteration
?	B-Alteration

ma	O
'	O
am	O
என்ன	O
ma	O
'	O
am	O
இப்படிலாம்	O
பண்றீங்க	O
?	O

நான்லாம்	O
காலையிலயும்	O
சாப்பிடாம	O
night	O
உம்	O
சாப்பிடாம	O
regular	O
ஆ	O
shop	O
போட்டு	O
கஷ்டப்பட்டு	O
சம்பாரிச்சு	O
வெச்சுருப்போம்	O
.	O

நீங்க	O
என்னடான்னா	O
ac	O
ல	O
உட்கார்ந்துட்டு	O
இப்படி	O
காசை	O
திருடிட்டு	O
இருக்கீங்க	O
.	O
எதுக்கு	O
ma	O
'	O
am	O
இப்படி	O
திருடுறீங்க	O
first	O
உ	O
,	O

ம்	B-filler_R
ம்	I-filler_R
sir	O
உங்கமேல	O
தப்பு	O
sir	O
எங்கமேல	O
தப்பு	O
இல்ல	O
sir	O
,	O

ma	O
'	O
am	O
நீங்க	O
சும்மா	O
என்மேல	O
தப்பு	O
என்மேல	O
தப்புன்னு	O
சொல்லாதீங்க	O
ma	B-repeat_R
ma	B-Alteration
'	O
am	O
இப்ப	O
எனக்கு	O
காசு	O
வேணும்	O
ma	O
'	O
am	O
கொடுங்க	O
.	O

sir	O
okay	O
sir	O
நீங்க	O
வந்துட்டு	B-repeat_R
உங்க	I-repeat_R
phone	I-repeat_R
எடுத்து	I-repeat_R
வந்துட்டு	B-Alteration
உங்க	I-Alteration
phone	I-Alteration
எடுத்து	I-Alteration
mobile	O
எடுத்துட்டு	O
நீங்க	O
உடனே	O
bank	O
பக்கத்துல	O
உங்களுக்கு	O
என்ன	O
branch	O
இருக்குன்னு	O
பாருங்க	O
sir	O
நீங்க	O
எந்த	O
area	O
sir	O
first	O
உ	O
,	O

நான்	O
திருச்சி	O
road	O
உ	O
ma	O
'	O
வந்து	B-pet_R
am	O
,	O

ஆ	O
அங்க	O
பக்கத்துல	O
ஒரு	O
branch	O
இருக்கு	O
sir	O
நீங்க	O
அங்க	O
வந்து	O
நீங்க	O
phone	O
எடுத்துட்டே	O
வாங்க	O
நாங்க	O
என்னன்னு	O
பாக்குறோம்	O
,	O

ma	O
'	O
am	O
அங்க	O
வந்தா	O
நீங்க	O
இருப்பீங்களா	O
?	O

There	B-repair_R
was	I-repair_R
a	I-repair_R
person	I-repair_R
called	I-repair_R
இல்லை	B-edit_R
சரியா	I-edit_R
அங்க	B-Alteration
வந்துட்டு	B-Alteration
என்னோட	B-Alteration
agent	B-Alteration
ன்னு	B-Alteration
ஒருத்தர்	B-Alteration
இருக்காரு	B-Alteration
.	B-Alteration
அந்த	B-Alteration
bank	B-Alteration
manager	B-Alteration
,	B-Alteration

I	B-false_R
am	I-false_R
in	I-false_R
the	I-false_R
Poontamalli	I-false_R
i	B-edit_R
mean	I-edit_R
ஹான்	I-edit_R
ma	O
'	O
am	O
agent	O
கள்ளாம்	O
ஐயோ	O
ma	O
'	O
am	O
agent	O
மட்டும்	O
வாழ்க்கையில	O
நம்பவே	O
கூடாது	O
.	O

இது	O
மாதிரி	O
தான்	O
போன	O
மாசம்	O
ஒருத்தன்	O
என்ட	O
வன்ட்டு	O
எங்க	O
அண்ணன்	O
ஒரு	O
agent	O
காசு	O
கொடுங்க	O
அப்படின்னான்	O
.	O

It	B-false_R
is	I-false_R
in	I-false_R
flood	I-false_R
ம்	B-edit_R
ம்	I-edit_R
நீங்க	O
manager	O
,	O
okay	O
sir	O
நீங்க	O
manager	O
,	O

அம்மா	B-false_R
போடுவாங்க	I-false_R
அம்மாவும்	I-false_R
நான்	O
கொடுக்க	O
மாட்டேன்டன்	O
ma	O
'	O
am	O
அப்புறம்	O
என்	O
friend	O
கொடுத்து	O
அவன்	O
காசை	O
ஆட்டை	O
போட்டு	O
போய்ட்டாங்க	O
ma	O
'	O
am	O
agent	O
ஐ	O
மட்டும்	O
நம்பாதீங்க	O
.	O

We	B-false_R
are	I-false_R
அதாவது	B-edit_R
uhh	I-edit_R
அந்த	O
branch	O
manager	O
ஐ	O
உங்களை	O
பாக்க	O
சொல்லுறேன்	O
sir	O
நீங்க	O
phone	O
எடுத்துட்டு	O
வாங்க	O
நீங்க	O
உங்க	O
phone	O
ல	O
இருந்து	O
recharge	O
பண்ணிருக்கீங்களா	O
?	O

இல்லையான்னு	O
அஹ்	B-filler_R
நாங்க	O
confirm	O
பண்ணிட்டு	O
சொல்றோம்	O
.	O

நீங்க	O
phone	O
எடுத்துட்டு	O
நேர்ல	O
வாங்க	O
sir	O
பாத்துக்கலாம்	O
.	O

சரி	O
அப்ப	O
கடன்காரனையும்	O
கையோட	O
கூட்டிட்டு	O
வந்துரட்டுமா	O
செரி	O
okay	O
ma	O
'	O
am	O
,	O

ஆ	O
கூட்டிட்டு	O
வாங்க	O
.	O

sir	O
நீங்க	O
வர்றதுக்கு	O
முன்னாடி	O
ஒரு	O
தடவ	O
check	O
பண்ணிக்கோங்க	O
.	O
இங்க	O
வந்த	O
உடனே	B-repeat_R
என்மேல	I-repeat_R
தான்	I-repeat_R
உடனே	B-Alteration
என்மேல	I-Alteration
தான்	I-Alteration
தப்புன்னு	O
நீங்க	O
சொல்லக்	O
கூடாது	O
,	O

என்ன	O
ma	O
'	O
am	O
இப்படி	O
சொல்றீங்க	O
?	O

அப்ப	O
காசு	O
அப்ப	O
கடன்காரன்	O
வந்து	O
உங்கள்ட்ட	O
உங்களையை	O
கைகாட்டி	O
விட்டுடுவேன்	O
.	O

நீங்க	O
phone	O
எடுத்துட்டு	O
வாங்க	O
sir	O
உங்க	O
phone	O
ல	O
நீங்க	O
recharge	O
பண்ணிருக்கீங்களா	O
?	O
இல்லையான்னு	O
தெரிஞ்சிடும்	O
நான்	O
என்	O
manager	O
ட்ட	O
சொல்லி	O
அந்த	O
manager	O
தான்	O
,	O

நீங்க	O
இருப்பீங்க	O
அங்க	O
?	O

நீங்க	O
அங்க	O
இருப்பீங்கல்ல	O
bank	O
ல	O
ma	B-repeat_R
'	I-repeat_R
am	I-repeat_R
ma	B-Alteration
'	I-Alteration
am	I-Alteration
நான்	O
என்னத்துக்கு	O
?	O

நான்லாம்	O
வேணாம்	O
அஹ்	B-filler_R
ma	O
'	O
am	O
நீங்க	O
இருப்பீங்களா	O
?	O

நீங்க	O
இருப்பீங்கன்னா	O
சொல்லுங்க	O
?	O

நான்	O
கொண்டுவந்து	O
உங்க	O
முன்னாடி	O
நிப்பாட்டிற்றன்	O
.	O

நீங்களே	O
பஞ்சாயத்து	O
பேசி	O
ஒரு	O
ரெண்டாயிர	O
ரூபாய்	O
கொடுத்து	O
அனுப்புங்க	O
.	O

சேரி	O
sir	O
வாங்க	O
sir	O
பாத்துக்கலாம்	O
வாங்க	O
,	B-repeat_R
,	B-Alteration

As	B-false_R
far	I-false_R
as	I-false_R
the	I-false_R
advantages	I-false_R
ஆ	O
எவ்வளவு	O
சம்பாரிக்குறீங்க	O
அதைக்	O
கொடுக்க	O
முடியாதா	O
?	O
உங்களால	O

okay	O
sir	O
இப்ப	O
என்ன	B-repair_R
மாதிரி	I-repair_R
facebook	I-repair_R
ல	I-repair_R
நீங்க	B-Alteration
recharge	I-Alteration
hotstar	I-Alteration
ல	I-Alteration
பண்ணிருக்கீங்கன்னு	O
தான்	O
காட்டுது	O
.	O

இப்ப	O
நீங்க	O
பண்ணவே	O
இல்லைன்னு	O
சொல்றீங்க	O
.	O

அப்படி	B-false_R
இல்ல	I-false_R
mam	I-false_R
நா	I-false_R
என்னவென்றால்	B-edit_R
சரியா	I-edit_R
நீங்க	O
பண்ண	O
நீங்க	O
பண்ணவே	O
இல்லை	O
.	O

ma	O
'	O
am	O
நான்	O
hotstar	O
ல	O
பண்ணிருக்கன்	O
littlestar	O
ல	O
பண்ணிருக்கன்	O
ஏதோ	O
ஒன்னு	O
விடுங்க	O
##ma	B-repair_R
'	I-repair_R
ma	B-Alteration
'	I-Alteration
am	O
அது	O
பிரச்சனை	O
இல்லை	O
ma	O
'	O
am	O
இப்ப	O
எனக்கு	O
தேவை	O
காசு	O
வேணும்	O
ma	O
'	O
am	O
ம்	O
,	O

சரியா	B-pet_R
sir	O
நீ	O
நீங்க	O
பண்ணலை	O
sir	O
சரியா	B-pet_R
உங்க	O
வீட்டுல	O
யார்ட்டயாவது	O
கேட்டீங்களா	O
?	O

என்	O
phone	O
ஐ	O
யார்	O
எடுத்தீங்க	O
அஹ்	B-filler_R
யாராவது	O
use	O
பண்ணீங்களான்னு	O
ஹான்	B-filler_R
மட்டும்	O
கேட்டீங்களா	O
?	O

ma	O
'	O
வந்து	B-pet_R
am	O
வந்து	B-pet_R
என்	O
வீட்டுல	O
உள்ளவங்களுக்கு	O
எல்லாம்	O
வந்து	B-pet_R
one	O
two	O
three	O
யே	O
தெரியாது	O
ma	O
'	O
am	O
.	O

நான்தான்	O
என்	O
ம்	B-filler_R
ம்	I-filler_R
வீட்டுலேயே	O
அதிகமா	O
படிச்சுருக்கேன்	O
.	O
எட்டாவது	O
படிச்சுருக்கன்	O
அதிகமா	O
என்	O
வீட்டுல	O
எல்லாம்	O
ரெண்டாவது	O
அஹ்	B-filler_R
மூணாவது	O
ஹான்	B-filler_R
தான்	O
படிச்சுருக்காங்க	O
அவங்களுக்கு	O
ஒண்ணுமே	O
தெரியாது	O
ma	O
'	O
ஹான்	B-filler_R
am	O
,	O

அப்ப	O
தெரியாம	O
எதும்	O
recharge	O
பண்ணிருக்க	O
போறாங்க	O
sir	O
,	O
sir	O
அப்ப	O
நீங்க	O
எதுவும்	O
தெரியாம	O
எதுவும்	O
பண்ணிட்டீ	O
பண்ணிருப்பீங்க	O
அது	O
உங்க	O
இது	O
,	O

ஹான்	B-filler_R
ma	O
'	O
am	O
இங்க	O
பாருங்க	O
நீங்களே	O
சொல்றீங்க	O
தெரியாம	O
பன்னிருப்பன்னு	O
அதுக்கு	O
எதுக்கு	O
ma	O
'	O
am	O
ம்	B-filler_R
ம்	I-filler_R
நான்	O
அஹ்	B-filler_R
தண்டனையை	O
அனுபவிக்கனும்	O
.	O

மன்னிச்சு	O
போட்டு	O
விட்டுடுங்க	O
ma	O
'	O
am	O
திருப்பி	O
தப்பு	O
பண்றது	O
மன்னிக்கிறது	O
தான்	O
ma	O
'	O
am	O
மனுஷன்	O
குணம்	O
.	O

என்ன	O
ma	O
'	O
am	O
இப்படி	O
இருக்கீங்க	O
?	O

ஹான்	B-filler_R
திருப்பி	O
எப்படி	O
sir	O
recharge	O
பண்ண	O
,	O
அதை	O
hotstar	O
uhh	B-filler_R
ல	O
தான்	O
sir	O
கேட்கணும்	O
.	O

எங்ககிட்ட	O
கேட்டா	O
நாங்க	O
என்ன	O
sir	O
பண்ணுவோம்	O
?	O

ஆ	O
அந்த	O
hotstar	O
phone	O
number	O
அவரு	O
number	O
கொடுங்க	O
.	O

நீங்க	O
உங்க	O
phone	O
ல	O
இருந்து	O
பண்ணீங்கல்ல	O
sir	O
அதுலேயே	O
இருக்கும்	O
.	O

சரியா	B-pet_R
நீங்க	O
அவர்ட்ட	O
contact	O
பண்ணி	O
பாருங்க	O
சரியா	B-pet_R
.	O
நன்றி	O
அந்த	O
customer	O
,	O

அவரு	O
பேரு	O
என்ன	O
ma	O
'	O
am	O
hotstar	O
ஆ	O
அவரு	O
பையனா	O
பொண்ணா	O
